local_time,local_time,Date,1001_T,1001_RH,1002_T,1002_RH,1003_T,1003_RH,1004_T,1004_RH,1005_T,1005_RH
6,14,6/14/2020,13.166875,66.93104167,12.54145833,73.15479167,12.86552083,74.40760417,,,12.31489583,72.941875
6,15,6/15/2020,15.07177083,65.10052083,14.63114583,71.13260417,14.925,72.410625,,,14.3553125,70.564375
6,16,6/16/2020,14.61322917,66.54979167,14.2021875,72.38885417,14.39041667,74.3321875,,,13.95489583,71.82708333
6,17,6/17/2020,12.58041667,60.98739583,11.52739583,69.08864583,11.77239583,70.59322917,11.2715625,68.67697917,11.3203125,67.90572917
6,18,6/18/2020,11.74104167,63.29927083,10.1103125,74.18791667,10.57729167,75.11,9.655,74.75916667,9.900104167,73.09104167
6,19,6/19/2020,14.98934783,61.63858696,13.71822917,70.724375,14.12875,71.34791667,13.27166667,71.28229167,13.54270833,69.525625
6,20,6/20/2020,14.91354167,63.62020833,13.62847826,73.18228261,13.98333333,73.4453125,13.19197917,73.7378125,13.38677083,72.16
6,21,6/21/2020,10.38282609,72.8901087,8.911666667,85.03833333,9.473020833,85.13958333,9.344375,81.67427083,9.365729167,80.91270833
6,22,6/22/2020,11.21673913,69.8101087,,,10.5021875,80.02229167,10.15541667,77.44510417,10.15354167,76.99010417
6,23,6/23/2020,12.4346875,75.8703125,,,12.093125,85.25302083,11.26947917,84.5003125,11.25041667,83.97395833
